,Male Fitness,Female Fitness,Best Fitness,Mean Expect,Best Expect
74,803.1277107042191,800.4059909712131,853.7,0.1563497486313959,0.1111328125
75,793.3286654423881,776.2365125925147,853.7,0.15315177804223595,0.1642578125
76,813.7241660002585,807.1481554798886,853.7,0.1589773095571889,0.1744140625
77,820.6471472326124,802.8133703798949,853.7,0.1440837703909847,0.1658203125
78,791.8982294098333,795.8234131512629,853.9,0.13731001428684664,0.1205078125
79,799.950351094626,792.2253106146369,854.7,0.14135080481027745,0.1150390625
80,809.8345221064604,795.8283802360813,854.8,0.1570210494686235,0.1251953125
81,815.4645849465844,807.0041979536844,856.0,0.14680673568809166,0.1330078125
82,814.3336170150526,797.8737750776914,856.0,0.14981365579664305,0.1314453125
83,819.7654539607283,806.6571327149662,856.0,0.14599814931486393,0.1408203125
